title,kind,release_date,source,source_url,summary,poster_url,updated_at
CBS Mornings,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/66084/cbs-mornings,"CBS Mornings offers a thoughtful, substantive and insightful source of news and information to a daily audience of 3 million viewers. The Emmy Award-winning broadcast presents a mix of daily news, coverage of developing stories of national and global significance, and interviews with leading figures in politics, business and entertainment.",https://static.tvmaze.com/uploads/images/medium_portrait/605/1514144.jpg,2026-06-20T06:44:24+00:00
Good Morning Football,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/21738/good-morning-football,"Prior to the start of the 2016 NFL regular season, NFL Network has announced a new daily morning show, Good Morning Football , premiering Monday, August 1. Hosted by Kay Adams, Nate Burleson, Peter Schrager and Kyle Brandt, and Executive Produced by Michael Davies, Good Morning Football airs live Monday–Friday at 7:00 a.m. ET on NFL Network from CBS Broadcast Center in New York City. The three-hour live show is NFL Network's first show to originate from New York City in the network's nearly 13 year history. Good Morning Football will re-air Monday–Friday starting at 10:00 a.m. ET.",https://static.tvmaze.com/uploads/images/medium_portrait/78/195574.jpg,2026-06-20T06:44:24+00:00
"Money, Power, Politics with Stephanie Ruhle",series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/91903/money-power-politics-with-stephanie-ruhle,"Money, Power, Politics with Stephanie Ruhle, utilizing her extensive Wall Street background to analyze the high-stakes intersection of money, power, and politics, Stephanie Ruhle delivers original reporting and hard-hitting interviews on the stories that directly affect Americans' lives. The program focuses on business and political news, featuring the ""Nightcap"" roundtable segment from her previous show, The 11th Hour",https://static.tvmaze.com/uploads/images/medium_portrait/629/1572501.jpg,2026-06-20T06:44:24+00:00
National Report,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/76916/national-report,"National Report with Shaun Kraisman and Emma Rechenberg for live breaking news from NY and Washington, on politics, health, finance, and lifestyle that impact you.",https://static.tvmaze.com/uploads/images/medium_portrait/518/1297264.jpg,2026-06-20T06:44:24+00:00
NewsNation Live with Marni Hughes,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/76884/newsnation-live-with-marni-hughes,NewsNation Live with Marni Hughes brings you a fast-paced look at the latest from the border to Main Street to the White House and around the globe.,https://static.tvmaze.com/uploads/images/medium_portrait/519/1297796.jpg,2026-06-20T06:44:24+00:00
Varney & Company,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/10598/varney-company,"Varney & Company is hosted by veteran business journalist Stuart Varney, noted for his distinctive British accent, hosts this weekday morning program on which he and his guests discuss the implications of political news on the business world, and also how the news of the day affects personal finances. The company Varney keeps includes regular contributors Charles Payne, Sandra Smith and Elizabeth MacDonald, who weigh in on such issues as government spending, health care and bailouts.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536223.jpg,2026-06-20T06:44:24+00:00
Today 3rd Hour,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/72466/today-3rd-hour,"A news program intended to inform, entertain, inspire and set the agenda each morning. Each daily live broadcast provides current domestic and international news, weather reports, and interviews with newsmakers from the worlds of politics, business, media, entertainment and sports.",https://static.tvmaze.com/uploads/images/medium_portrait/608/1520443.jpg,2026-06-20T06:44:24+00:00
America's Newsroom,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/10093/americas-newsroom,Watch ' America's Newsroom ' on Fox News Channel - follow Bill Hemmer and Dana Perino Weekdays 9 a.m. - 11 a.m. ET as they bring you the news that matters to you.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536195.jpg,2026-06-20T06:44:24+00:00
First Take,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/22382/first-take,"First Take (aka: ESPN First Take) is a weekday sports talk show co-hosted by Stephen A. Smith, Max Kellerman and Molly Qerim who are joined by regular contributors and special guests. The show includes daily sports news, interviews with sports journalists, athletes and personalities, spirited debates, and an assortment of other topics. The show debuted 7 May 2007 as ""Cold Pizza"".",https://static.tvmaze.com/uploads/images/medium_portrait/82/205434.jpg,2026-06-20T06:44:24+00:00
CBS News 24/7,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/77453/cbs-news-247,Live news and top stories on CBS News 24/7.,,2026-06-20T06:44:24+00:00
TODAY with Jenna & Sheinelle,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/88879/today-with-jenna-sheinelle,"America's feel-good morning show with big stars and sweet surprises; Jenna Bush Hager and Sheinelle Jones host an hour of heartfelt connection, inspirational stories, fun and laughs.",https://static.tvmaze.com/uploads/images/medium_portrait/608/1520440.jpg,2026-06-20T06:44:24+00:00
The View,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/6048/the-view,"The View is a live, one-hour daily talk show from ABC co-hosted by Whoopi Goldberg, Joy Behar, Sunny Hostin, Sara Haines, and Meghan McCain. It is the original forum in which real women discuss everyday issues, share their opinions and engage in colorful conversations.",https://static.tvmaze.com/uploads/images/medium_portrait/587/1467740.jpg,2026-06-20T06:44:24+00:00
MS NOW Reports,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/71555/ms-now-reports,"MS NOW Reports (formerly MSNBC) offers a live, breaking news format focusing on top political stories, daily events, and human interest segments, providing in-depth coverage of US/world news, politics, and business with familiar anchors, emphasizing justice, truth, and impact on viewers, all under the new ""MS NOW: My Source for News, Opinion, and the World"" brand .",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549482.jpg,2026-06-20T06:44:24+00:00
The Faulkner Focus,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/75842/the-faulkner-focus,Emmy-winning journalist Harris Faulkner provides the latest news driving the day with insightful analysis and interviews with top newsmakers.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536204.jpg,2026-06-20T06:44:24+00:00
On the Line with Alicia Menendez,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/91902/on-the-line-with-alicia-menendez,"On the Line with Alicia Menendez moves beyond the headlines to examine the stories shaping the nation, featuring one-on-one conversations with newsmakers and a focus on voices often left out of the political discourse",https://static.tvmaze.com/uploads/images/medium_portrait/628/1572499.jpg,2026-06-20T06:44:24+00:00
Newsline,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/76967/newsline,"Bianca de la Garza tackles the big news from D.C., N.Y., across America, and around the world!",,2026-06-20T06:44:24+00:00
NewsNation Live with Nichole Berlie,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/76885/newsnation-live-with-nichole-berlie,The day's top news headlines with reports from correspondents around the country.,https://static.tvmaze.com/uploads/images/medium_portrait/519/1297795.jpg,2026-06-20T06:44:24+00:00
The Big Money Show,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/76779/the-big-money-show,"Taylor Riggs, Brian Brenberg and Jackie DeAngelis host an informative and fast-paced hour filled with business topics that impact everyone from Wall Street to the average person.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536233.jpg,2026-06-20T06:44:24+00:00
NBC News Daily,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/73192/nbc-news-daily,NBC News provides viewers with up-to-the-minute national and international news.,https://static.tvmaze.com/uploads/images/medium_portrait/497/1243761.jpg,2026-06-20T06:44:24+00:00
Outnumbered,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/18862/outnumbered,"Featuring an ensemble of four female panelists and one rotating male, Outnumbered examines the top news stories as well as the leading pop culture and relationship issues dominating the headlines. FNC's Harris Faulkner, Kayleigh McEnany and Emily Compagno lead the program's coverage, while alternating co-panelists weigh in with analysis.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536198.jpg,2026-06-20T06:44:24+00:00
The Young and the Restless,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/4344/the-young-and-the-restless,"The Young and the Restless revolves around the rivalries, romances, hopes and fears of the residents of the fictional Midwestern metropolis, Genoa City. The lives and loves of a wide variety of characters mingle through the generations, dominated by the Newman, Abbott, Chancellor, Baldwin and Winters families. ­ When The Young and the Restless premiered in 1973, it revolutionized the daytime drama. It continues to set the standard with strong characters, socially conscious storylines, romance and sensuality.",https://static.tvmaze.com/uploads/images/medium_portrait/593/1482522.jpg,2026-06-20T06:44:24+00:00
GMA3,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/72930/gma3,"GMA3 is a news, health, lifestyle and shopping program.",https://static.tvmaze.com/uploads/images/medium_portrait/586/1465552.jpg,2026-06-20T06:44:24+00:00
America Reports,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/75854/america-reports,A look at the latest news and headlines with Sandra Smith and John Roberts,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536216.jpg,2026-06-20T06:44:24+00:00
The Bold and the Beautiful,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/806/the-bold-and-the-beautiful,"They created a dynasty where passion rules, they are the Forresters, the first name in Fashion. The Bold and the Beautiful , a world of fashion, glamor and romance. A place where power, money and success are there for the taking in a city where dreams really do come true. Follow the lives and loves of the Forresters on The Bold and the Beautiful ...",https://static.tvmaze.com/uploads/images/medium_portrait/593/1482536.jpg,2026-06-20T06:44:24+00:00
The Moment with Katy Tur,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/91901/the-moment-with-katy-tur,The Moment with Katy Tur is designed to move beyond the immediate headlines to provide deeper context and understanding of the political and national stories shaping the day.,https://static.tvmaze.com/uploads/images/medium_portrait/628/1571887.jpg,2026-06-20T06:44:24+00:00
